2020-02-01 00:14:00,2020-02-01 00:14:00,38,0,38,四川省
2020-02-01 00:17:00,2020-02-01 00:17:00,38,38,0,江苏省
2020-02-01 00:33:00,2020-02-01 00:33:00,76,0,76,湖北省
2020-02-01 00:50:00,2020-02-01 00:50:00,38,38,0,贵州省
2020-02-01 00:54:00,2020-02-01 00:54:00,152,0,152,上海
2020-02-01 00:54:00,2020-02-01 00:54:00,38,0,38,陕西省
2020-02-01 01:22:00,2020-02-01 01:22:00,38,38,0,重庆
2020-02-01 01:45:00,2020-02-01 01:45:00,114,114,0,浙江省
2020-02-01 02:03:00,2020-02-01 02:04:00,38,38,0,湖南省
2020-02-01 02:12:00,2020-02-01 02:13:00,38,0,38,河北省
2020-02-01 03:28:00,2020-02-01 03:28:00,38,38,0,北京
2020-02-01 04:02:00,2020-02-01 04:03:00,38,38,0,广东省
2020-02-01 05:10:00,2020-02-01 05:10:00,38,38,0,广东省
2020-02-01 07:20:00,,76,0,0,广东省
2020-02-01 08:12:00,2020-02-01 08:14:00,76,76,0,上海
2020-02-01 08:22:00,2020-02-01 08:22:00,38,0,38,河北省
2020-02-01 08:29:00,2020-02-01 08:31:00,152,152,0,新疆维吾尔自治区
2020-02-01 08:33:00,,38,0,0,辽宁省
2020-02-01 08:51:00,,114,0,0,重庆
2020-02-01 09:08:00,2020-02-01 09:08:00,38,38,0,上海
2020-02-01 09:15:00,,190,0,0,广东省
2020-02-01 09:16:00,2020-02-01 09:16:00,76,0,76,上海
2020-02-01 09:21:00,2020-02-01 09:22:00,76,0,76,广东省
2020-02-01 09:29:00,2020-02-01 09:29:00,266,266,0,广东省
2020-02-01 09:45:00,,1140,0,0,天津
2020-02-01 09:51:00,2020-02-01 09:51:00,76,76,0,四川省
2020-02-01 10:33:00,2020-02-01 10:33:00,38,38,0,河南省
2020-02-01 10:33:00,2020-02-01 10:33:00,38,0,38,四川省
2020-02-01 10:50:00,2020-02-01 10:51:00,38,38,0,湖南省
2020-02-01 11:00:00,2020-02-01 11:00:00,190,0,190,吉林省
2020-02-01 11:01:00,2020-02-01 11:02:00,38,38,0,黑龙江省
2020-02-01 11:10:00,2020-02-01 11:10:00,38,0,38,北京
2020-02-01 11:14:00,2020-02-01 11:14:00,76,0,76,上海
2020-02-01 11:21:00,2020-02-01 11:21:00,76,0,76,四川省
2020-02-01 11:24:00,2020-02-01 11:24:00,38,38,0,云南省
2020-02-01 11:27:00,2020-02-01 11:28:00,114,0,114,四川省
2020-02-01 11:34:00,2020-02-01 11:34:00,228,0,228,四川省
2020-02-01 11:37:00,2020-02-01 11:37:00,38,0,38,吉林省
2020-02-01 11:38:00,2020-02-01 11:39:00,38,0,38,吉林省
2020-02-01 11:45:00,2020-02-01 11:45:00,170,170,0,广东省
2020-02-01 11:46:00,2020-02-01 11:46:00,38,38,0,河南省
2020-02-01 11:48:00,2020-02-01 11:48:00,38,38,0,上海
2020-02-01 11:55:00,2020-02-01 11:55:00,76,76,0,江苏省
2020-02-01 12:13:00,2020-02-01 12:13:00,38,0,38,安徽省
2020-02-01 12:13:00,2020-02-01 12:13:00,38,0,38,北京
2020-02-01 12:14:00,2020-02-01 12:15:00,76,0,76,安徽省
2020-02-01 12:36:00,2020-02-01 12:36:00,38,0,38,上海
2020-02-01 12:37:00,2020-02-01 12:37:00,76,76,0,上海
2020-02-01 12:39:00,2020-02-01 12:39:00,38,0,38,广东省
2020-02-01 12:48:00,2020-02-01 12:49:00,190,190,0,天津
2020-02-01 12:50:00,2020-02-01 12:51:00,38,0,38,浙江省
2020-02-01 12:51:00,2020-02-01 12:51:00,114,0,114,上海
2020-02-01 12:53:00,2020-02-01 12:56:00,38,38,0,四川省
2020-02-01 12:58:00,2020-02-01 12:58:00,38,38,0,安徽省
2020-02-01 13:24:00,2020-02-01 14:04:00,38,0,38,山西省
2020-02-01 13:26:00,2020-02-01 13:27:00,152,152,0,上海
2020-02-01 13:43:00,2020-02-01 13:44:00,76,0,76,浙江省
2020-02-01 14:00:00,2020-02-01 14:00:00,38,38,0,广东省
2020-02-01 14:01:00,2020-02-01 14:01:00,38,38,0,云南省
2020-02-01 14:25:00,2020-02-01 14:25:00,76,76,0,北京
2020-02-01 14:27:00,2020-02-01 14:27:00,76,76,0,辽宁省
2020-02-01 14:30:00,,38,0,0,辽宁省
2020-02-01 14:34:00,2020-02-01 14:34:00,38,38,0,辽宁省
2020-02-01 14:41:00,2020-02-01 14:41:00,76,0,76,浙江省
2020-02-01 14:44:00,2020-02-01 14:45:00,76,76,0,广东省
2020-02-01 14:51:00,2020-02-01 14:51:00,38,0,38,江西省
2020-02-01 15:08:00,2020-02-01 15:08:00,38,0,38,辽宁省
2020-02-01 15:11:00,2020-02-01 15:11:00,38,38,0,广东省
2020-02-01 15:19:00,2020-02-01 15:19:00,190,0,190,上海
2020-02-01 15:20:00,2020-02-01 15:20:00,38,38,0,内蒙古自治区
2020-02-01 15:23:00,2020-02-01 15:23:00,76,76,0,上海
2020-02-01 15:23:00,2020-02-01 15:23:00,76,76,0,河北省
2020-02-01 15:45:00,2020-02-01 15:45:00,38,0,38,江苏省
2020-02-01 15:49:00,2020-02-01 15:49:00,76,76,0,广东省
2020-02-01 16:12:00,2020-02-01 16:12:00,152,0,152,广东省
2020-02-01 16:13:00,,38,0,0,山东省
2020-02-01 16:17:00,2020-02-01 16:17:00,76,76,0,吉林省
2020-02-01 16:19:00,2020-02-01 16:19:00,76,0,76,北京
2020-02-01 16:27:00,2020-02-01 16:27:00,76,76,0,北京
2020-02-01 16:28:00,2020-02-01 16:28:00,114,0,114,上海
2020-02-01 16:40:00,2020-02-01 16:40:00,38,0,38,上海
2020-02-01 16:46:00,2020-02-01 16:46:00,38,38,0,福建省
2020-02-01 16:53:00,,76,0,0,福建省
2020-02-01 17:19:00,2020-02-01 17:19:00,38,0,38,四川省
